task,architecture,anchor_family,block,metric,value_kind,B,init_reps
single_shape,plain2_w16_gap,random_fullrank,7028,centered_logit_fidelity,random,-0.0010420083862775521,4
single_shape,plain2_w16_gap,random_fullrank,7028,prob_error_reduction,random,0.08131254883483052,4
single_shape,plain2_w16_gap,random_fullrank,7029,centered_logit_fidelity,random,0.0027522370550915106,4
single_shape,plain2_w16_gap,random_fullrank,7029,prob_error_reduction,random,0.06604075292125344,4
single_shape,plain2_w16_gap,random_fullrank,7030,centered_logit_fidelity,random,-0.005007125602068799,4
single_shape,plain2_w16_gap,random_fullrank,7030,prob_error_reduction,random,0.07852100022137165,4
single_shape,plain2_w16_gap,random_fullrank,7031,centered_logit_fidelity,random,0.004918500606395867,4
single_shape,plain2_w16_gap,random_fullrank,7031,prob_error_reduction,random,0.10611411277204752,4
single_shape,plain2_w16_gap,random_fullrank,7032,centered_logit_fidelity,random,0.003309804255149835,4
single_shape,plain2_w16_gap,random_fullrank,7032,prob_error_reduction,random,0.0890778605826199,4
single_shape,plain2_w16_gap,random_fullrank,7033,centered_logit_fidelity,random,0.006130709187446404,4
single_shape,plain2_w16_gap,random_fullrank,7033,prob_error_reduction,random,0.06596529018133879,4
single_shape,plain2_w16_gap,random_fullrank,7034,centered_logit_fidelity,random,0.008812622902145135,4
single_shape,plain2_w16_gap,random_fullrank,7034,prob_error_reduction,random,0.10506006237119436,4
single_shape,plain2_w16_gap,random_fullrank,7035,centered_logit_fidelity,random,0.007592779704032552,4
