task,architecture,profile,method,k,metric,n,mean,sd,ci_low,ci_high
single_shape,TinyCNN,release_early,contrast,5,prob_error_reduction,50,1.291609598994255,0.11702907326530343,1.2583503043706765,1.3248688936178337
single_shape,TinyCNN,release_early,contrast,6,prob_fidelity,50,0.7710390403451453,0.037994658047039484,0.7602410780025411,0.7818370026877494
single_shape,TinyCNN,release_early,contrast,6,centered_logit_fidelity,50,0.6835289800917569,0.02173483841797212,0.6773520073586614,0.6897059528248524
single_shape,TinyCNN,release_early,contrast,6,prob_error_reduction,50,1.529151104092598,0.07613455043404897,1.5075139042646604,1.5507883039205357
single_shape,TinyCNN,release_early,contrast,7,prob_fidelity,50,0.8461932361508494,0.035008560499880416,0.8362439133413514,0.8561425589603474
single_shape,TinyCNN,release_early,contrast,7,centered_logit_fidelity,50,0.738821812201582,0.02046269799930945,0.7330063777752196,0.7446372466279445
single_shape,TinyCNN,release_early,contrast,7,prob_error_reduction,50,1.6781682115793228,0.06965326631390258,1.658372972317905,1.6979634508407406
single_shape,TinyCNN,release_early,contrast,8,prob_fidelity,50,0.9048021706285523,0.03279615162094935,0.8954816074655173,0.9141227337915873
single_shape,TinyCNN,release_early,contrast,8,centered_logit_fidelity,50,0.7849726391420959,0.019696551229145775,0.7793749412186621,0.7905703370655297
single_shape,TinyCNN,release_early,contrast,8,prob_error_reduction,50,1.7944056808948516,0.06543695216644362,1.775808704855924,1.8130026569337794
single_shape,TinyCNN,release_early,contrast,9,prob_fidelity,50,0.9502565665364665,0.025281923548696513,0.9430715233630436,0.9574416097098895
single_shape,TinyCNN,release_early,contrast,9,centered_logit_fidelity,50,0.8282554439628833,0.020330128197570813,0.8224776854573086,0.834033202468458
single_shape,TinyCNN,release_early,contrast,9,prob_error_reduction,50,1.884568172544241,0.05128674895223295,1.8699926397634175,1.8991437053250644
single_shape,TinyCNN,release_early,contrast,10,prob_fidelity,50,0.975929972159597,0.017586037566660172,0.9709320755825224,0.9809278687366716
single_shape,TinyCNN,release_early,contrast,10,centered_logit_fidelity,50,0.866083318637367,0.015819673056527806,0.8615874172997312,0.8705792199750028
single_shape,TinyCNN,release_early,contrast,10,prob_error_reduction,50,1.9355003502964974,0.037443387836121306,1.9248590572143647,1.94614164337863
single_shape,TinyCNN,release_early,contrast,11,prob_fidelity,50,0.9908580774091912,0.007953476847160183,0.9885977242989702,0.9931184305194122
single_shape,TinyCNN,release_early,contrast,11,centered_logit_fidelity,50,0.8948767139381917,0.01579983282280022,0.8903864511325936,0.8993669767437897
single_shape,TinyCNN,release_early,contrast,11,prob_error_reduction,50,1.9650879991427064,0.019142351534349396,1.9596478030298503,1.9705281952555624
